Event Name,area,Interval,Date,Total Footfall,Average Footfall,Total Visiting,Average Visiting,Total Passing through,Average Passing through,Event took place
,Bradford - City Centre,daily,18/10/2022,35288.04,35288.04,27480.38547,27480.38547,7807.654534,7807.654534,
,Bradford - City Centre,daily,19/10/2022,81270.87,81270.87,63289.2854,63289.2854,17981.5846,17981.5846,
,Bradford - City Centre,daily,20/10/2022,134866.82,134866.82,105026.8646,105026.8646,29839.95537,29839.95537,
,Bradford - City Centre,daily,21/10/2022,124008.62,124008.62,96571.09544,96571.09544,27437.52456,27437.52456,
,Bradford - City Centre,daily,22/10/2022,111331.75,111331.75,86699.04604,86699.04604,24632.70396,24632.70396,
,Bradford - City Centre,daily,23/10/2022,84796.08,84796.08,67122.21428,67122.21428,17673.86572,17673.86572,
,Bradford - City Centre,daily,24/10/2022,78353.13,78353.13,62022.15458,62022.15458,16330.97542,16330.97542,
,Bradford - City Centre,daily,24/10/2022,82550.06,82550.06,64285.44824,64285.44824,18264.61176,18264.61176,
,Bradford - City Centre,daily,25/10/2022,127028.1,127028.1,98922.50046,98922.50046,28105.59954,28105.59954,
,Bradford - City Centre,daily,26/10/2022,74706.77,74706.77,58177.5252,58177.5252,16529.2448,16529.2448,
,Bradford - City Centre,daily,27/10/2022,73463.67,73463.67,57209.46727,57209.46727,16254.20273,16254.20273,
,Bradford - City Centre,daily,28/10/2022,120774.39,120774.39,94052.45493,94052.45493,26721.93507,26721.93507,
,Bradford - City Centre,daily,29/10/2022,123219.75,123219.75,97537.32087,97537.32087,25682.42913,25682.42913,
,Bradford - City Centre,daily,30/10/2022,68254.49,68254.49,54028.35253,54028.35253,14226.13747,14226.13747,
,Bradford - City Centre,daily,31/10/2022,67756.34,67756.34,52764.91244,52764.91244,14991.42756,14991.42756,
,Bradford - City Centre,daily,31/10/2022,46624.25,46624.25,36308.40257,36308.40257,10315.84743,10315.84743,
,Bradford - City Centre,daily,01/11/2022,121924.78,121924.78,94948.31541,94948.31541,26976.46459,26976.46459,
,Bradford - City Centre,daily,01/11/2022,83878.36,83878.36,65319.85526,65319.85526,18558.50474,18558.50474,
,Bradford - City Centre,daily,02/11/2022,46816.03,46816.03,36457.75029,36457.75029,10358.27971,10358.27971,
,Bradford - City Centre,daily,03/11/2022,145597.94,145597.94,115251.2726,115251.2726,30346.66744,30346.66744,
,Bradford - City Centre,daily,04/11/2022,65296.24,65296.24,51686.68426,51686.68426,13609.55574,13609.55574,
,Bradford - City Centre,daily,05/11/2022,109094.86,109094.86,84957.07909,84957.07909,24137.78091,24137.78091,
,Bradford - City Centre,daily,06/11/2022,128474.33,128474.33,100048.7449,100048.7449,28425.58513,28425.58513,
,Bradford - City Centre,daily,07/11/2022,96700.67,96700.67,75305.16533,75305.16533,21395.50467,21395.50467,
,Bradford - City Centre,daily,07/11/2022,111091.37,111091.37,86511.85131,86511.85131,24579.51869,24579.51869,
,Bradford - City Centre,daily,08/11/2022,87711.53,87711.53,68304.91731,68304.91731,19406.61269,19406.61269,
,Bradford - City Centre,daily,09/11/2022,128308.13,128308.13,101565.1407,101565.1407,26742.9893,26742.9893,
,Bradford - City Centre,daily,10/11/2022,107763.23,107763.23,85302.3703,85302.3703,22460.8597,22460.8597,
,Bradford - City Centre,daily,11/11/2022,107041.62,107041.62,83358.12866,83358.12866,23683.49134,23683.49134,
,Bradford - City Centre,daily,12/11/2022,75751.67,75751.67,58991.23588,58991.23588,16760.43412,16760.43412,
,Bradford - City Centre,daily,13/11/2022,116530.22,116530.22,90747.32867,90747.32867,25782.89133,25782.89133,
,Bradford - City Centre,daily,14/11/2022,86846.71,86846.71,67631.44304,67631.44304,19215.26696,19215.26696,
,Bradford - City Centre,daily,14/11/2022,54936.95,54936.95,42781.8763,42781.8763,12155.0737,12155.0737,
,Bradford - City Centre,daily,15/11/2022,47111.98,47111.98,37292.5307,37292.5307,9819.449296,9819.449296,
,Bradford - City Centre,daily,16/11/2022,62954.57,62954.57,49833.08353,49833.08353,13121.48647,13121.48647,
,Bradford - City Centre,daily,17/11/2022,74395.06,74395.06,57934.78259,57934.78259,16460.27741,16460.27741,
,Bradford - City Centre,daily,18/11/2022,71738.85,71738.85,55866.27228,55866.27228,15872.57772,15872.57772,
,Bradford - City Centre,daily,19/11/2022,56686.37,56686.37,44144.22842,44144.22842,12542.14158,12542.14158,
,Bradford - City Centre,daily,20/11/2022,61406.98,61406.98,47820.37996,47820.37996,13586.60004,13586.60004,
,Bradford - City Centre,daily,21/11/2022,60938.25,60938.25,47455.3588,47455.3588,13482.8912,13482.8912,
,Bradford - City Centre,daily,21/11/2022,38222.56,38222.56,30255.91351,30255.91351,7966.646486,7966.646486,
,Bradford - City Centre,daily,22/11/2022,70893.3,70893.3,56117.161,56117.161,14776.139,14776.139,
,Bradford - City Centre,daily,23/11/2022,57169.26,57169.26,44520.2766,44520.2766,12648.9834,12648.9834,
,Bradford - City Centre,daily,24/11/2022,74065.95,74065.95,57678.48982,57678.48982,16387.46018,16387.46018,
,Bradford - City Centre,daily,25/11/2022,31415.22,31415.22,24464.44617,24464.44617,6950.773828,6950.773828,
,Bradford - City Centre,daily,26/11/2022,68517.58,68517.58,53357.72431,53357.72431,15159.85569,15159.85569,
,Bradford - City Centre,daily,27/11/2022,76003.79,76003.79,59187.57307,59187.57307,16816.21693,16816.21693,
,Bradford - City Centre,daily,28/11/2022,62827.4,62827.4,49732.4193,49732.4193,13094.9807,13094.9807,
,Bradford - City Centre,daily,28/11/2022,31685.26,31685.26,25081.16898,25081.16898,6604.091019,6604.091019,
,Bradford - City Centre,daily,29/11/2022,57954.17,57954.17,45131.52136,45131.52136,12822.64864,12822.64864,
,Bradford - City Centre,daily,30/11/2022,48117.68,48117.68,37471.40374,37471.40374,10646.27626,10646.27626,
,Bradford - City Centre,daily,01/12/2022,42051.06,42051.06,32747.05362,32747.05362,9304.006379,9304.006379,
,Bradford - City Centre,daily,01/12/2022,52669.91,52669.91,41016.43019,41016.43019,11653.47981,11653.47981,
,Bradford - City Centre,daily,02/12/2022,78641.11,78641.11,61241.37289,61241.37289,17399.73711,17399.73711,
,Bradford - City Centre,daily,03/12/2022,79284.08,79284.08,62759.06866,62759.06866,16525.01134,16525.01134,
,Bradford - City Centre,daily,04/12/2022,46208.44,46208.44,36577.31361,36577.31361,9631.126385,9631.126385,
,Bradford - City Centre,daily,05/12/2022,77411.42,77411.42,60283.75793,60283.75793,17127.66207,17127.66207,
,Bradford - City Centre,daily,05/12/2022,52800.76,52800.76,41118.32898,41118.32898,11682.43102,11682.43102,
,Bradford - City Centre,daily,06/12/2022,39699.05,39699.05,30915.43754,30915.43754,8783.612457,8783.612457,
,Bradford - City Centre,daily,07/12/2022,49586.63,49586.63,38615.34124,38615.34124,10971.28876,10971.28876,
,Bradford - City Centre,daily,08/12/2022,67194.68,67194.68,52327.52252,52327.52252,14867.15748,14867.15748,
,Bradford - City Centre,daily,09/12/2022,70935.12,70935.12,56150.26455,56150.26455,14784.85545,14784.85545,
,Bradford - City Centre,daily,10/12/2022,32861.13,32861.13,26011.95491,26011.95491,6849.17509,6849.17509,
,Bradford - City Centre,daily,11/12/2022,93145.23,93145.23,72536.38413,72536.38413,20608.84587,20608.84587,
,Bradford - City Centre,daily,12/12/2022,89945.54,89945.54,70044.64147,70044.64147,19900.89853,19900.89853,
,Bradford - City Centre,daily,12/12/2022,61104.68,61104.68,47584.96534,47584.96534,13519.71466,13519.71466,
,Bradford - City Centre,daily,13/12/2022,95468.77,95468.77,74345.82934,74345.82934,21122.94066,21122.94066,
,Bradford - City Centre,daily,14/12/2022,61629.84,61629.84,47993.93107,47993.93107,13635.90893,13635.90893,
,Bradford - City Centre,daily,15/12/2022,46655.47,46655.47,36931.17011,36931.17011,9724.299893,9724.299893,
,Bradford - City Centre,daily,16/12/2022,39113.24,39113.24,30960.95099,30960.95099,8152.289014,8152.289014,
,Bradford - City Centre,daily,17/12/2022,60812.88,60812.88,47357.72754,47357.72754,13455.15246,13455.15246,
,Bradford - City Centre,daily,18/12/2022,35086.27,35086.27,27323.25808,27323.25808,7763.011917,7763.011917,
,Bradford - City Centre,daily,19/12/2022,50014.13,50014.13,38948.25474,38948.25474,11065.87526,11065.87526,
,Bradford - City Centre,daily,19/12/2022,60141.79,60141.79,46835.11954,46835.11954,13306.67046,13306.67046,
,Bradford - City Centre,daily,20/12/2022,76211.01,76211.01,59348.94462,59348.94462,16862.06538,16862.06538,
,Bradford - City Centre,daily,21/12/2022,122663.72,122663.72,97097.18302,97097.18302,25566.53698,25566.53698,
,Bradford - City Centre,daily,22/12/2022,66771.28,66771.28,52854.28482,52854.28482,13916.99518,13916.99518,
,Bradford - City Centre,daily,23/12/2022,43477.28,43477.28,33857.71535,33857.71535,9619.564655,9619.564655,
,Bradford - City Centre,daily,24/12/2022,106823.93,106823.93,83188.60366,83188.60366,23635.32634,23635.32634,
,Bradford - City Centre,daily,25/12/2022,54669.35,54669.35,42573.48414,42573.48414,12095.86586,12095.86586,
,Bradford - City Centre,daily,26/12/2022,60782.18,60782.18,47333.82007,47333.82007,13448.35993,13448.35993,
,Bradford - City Centre,daily,26/12/2022,63182.23,63182.23,49202.84705,49202.84705,13979.38295,13979.38295,
,Bradford - City Centre,daily,27/12/2022,57792.14,57792.14,45746.64778,45746.64778,12045.49222,12045.49222,
,Bradford - City Centre,daily,28/12/2022,54731.06,54731.06,43323.58214,43323.58214,11407.47786,11407.47786,
,Bradford - City Centre,daily,29/12/2022,57594.3,57594.3,44851.27439,44851.27439,12743.02561,12743.02561,
,Bradford - City Centre,daily,30/12/2022,31695.73,31695.73,24682.89194,24682.89194,7012.838062,7012.838062,
,Bradford - City Centre,daily,31/12/2022,64377.71,64377.71,50133.82115,50133.82115,14243.88885,14243.88885,
,Bradford - City Centre,daily,01/01/2023,58064.44,58064.44,45217.39357,45217.39357,12847.04643,12847.04643,
,Bradford - City Centre,daily,01/01/2023,74993.97,74993.97,58401.18077,58401.18077,16592.78923,16592.78923,
,Bradford - City Centre,daily,02/01/2023,73448.79,73448.79,58140.01569,58140.01569,15308.77431,15308.77431,
,Bradford - City Centre,daily,02/01/2023,43206.78,43206.78,34201.28319,34201.28319,9005.496807,9005.496807,
,Bradford - City Centre,daily,03/01/2023,64742.1,64742.1,50417.58805,50417.58805,14324.51195,14324.51195,
,Bradford - City Centre,daily,04/01/2023,75066.92,75066.92,58457.99022,58457.99022,16608.92978,16608.92978,
,Bradford - City Centre,daily,05/01/2023,79930.38,79930.38,62245.38549,62245.38549,17684.99451,17684.99451,
,Bradford - City Centre,daily,06/01/2023,57844.12,57844.12,45045.82047,45045.82047,12798.29953,12798.29953,
,Bradford - City Centre,daily,07/01/2023,51937.2,51937.2,40445.83593,40445.83593,11491.36407,11491.36407,
,Bradford - City Centre,daily,08/01/2023,67444.6,67444.6,53387.26617,53387.26617,14057.33383,14057.33383,
,Bradford - City Centre,daily,09/01/2023,67105.89,67105.89,53119.15278,53119.15278,13986.73722,13986.73722,
,Bradford - City Centre,daily,09/01/2023,92338.6,92338.6,71908.22504,71908.22504,20430.37496,20430.37496,
,Bradford - City Centre,daily,10/01/2023,119236.7,119236.7,92854.9865,92854.9865,26381.7135,26381.7135,
,Bradford - City Centre,daily,11/01/2023,68319.2,68319.2,53203.23687,53203.23687,15115.96313,15115.96313,
,Bradford - City Centre,daily,12/01/2023,75341.85,75341.85,58672.09059,58672.09059,16669.75941,16669.75941,
,Bradford - City Centre,daily,13/01/2023,65314.61,65314.61,50863.42736,50863.42736,14451.18264,14451.18264,
,Bradford - City Centre,daily,14/01/2023,78383.08,78383.08,62045.86217,62045.86217,16337.21783,16337.21783,
,Bradford - City Centre,daily,15/01/2023,46230.92,46230.92,36595.10816,36595.10816,9635.811844,9635.811844,
,Bradford - City Centre,daily,16/01/2023,99241.45,99241.45,77283.78511,77283.78511,21957.66489,21957.66489,
,Bradford - City Centre,daily,16/01/2023,75864.81,75864.81,59079.34309,59079.34309,16785.46691,16785.46691,
,Bradford - City Centre,daily,17/01/2023,64063.4,64063.4,49889.05381,49889.05381,14174.34619,14174.34619,
,Bradford - City Centre,daily,18/01/2023,94836.38,94836.38,73853.35877,73853.35877,20983.02123,20983.02123,
,Bradford - City Centre,daily,19/01/2023,88754.52,88754.52,69117.14058,69117.14058,19637.37942,19637.37942,
,Bradford - City Centre,daily,20/01/2023,110610.17,110610.17,87555.92868,87555.92868,23054.24132,23054.24132,
,Bradford - City Centre,daily,21/01/2023,95767.13,95767.13,75806.59178,75806.59178,19960.53822,19960.53822,
,Bradford - City Centre,daily,22/01/2023,132161.79,132161.79,102920.336,102920.336,29241.45402,29241.45402,
,Bradford - City Centre,daily,23/01/2023,97304.34,97304.34,75775.27034,75775.27034,21529.06966,21529.06966,
,Bradford - City Centre,daily,23/01/2023,99610.37,99610.37,77571.07972,77571.07972,22039.29028,22039.29028,
,Bradford - City Centre,daily,24/01/2023,96954.99,96954.99,75503.21576,75503.21576,21451.77424,21451.77424,
,Bradford - City Centre,daily,25/01/2023,74566.55,74566.55,58068.32958,58068.32958,16498.22042,16498.22042,
,Bradford - City Centre,daily,26/01/2023,103146.91,103146.91,81648.22001,81648.22001,21498.68999,21498.68999,
,Bradford - City Centre,daily,27/01/2023,78459.29,78459.29,62106.18788,62106.18788,16353.10212,16353.10212,
,Bradford - City Centre,daily,28/01/2023,121055.79,121055.79,94271.59378,94271.59378,26784.19622,26784.19622,
,Bradford - City Centre,daily,29/01/2023,165872.15,165872.15,129172.111,129172.111,36700.03899,36700.03899,
,Bradford - City Centre,daily,30/01/2023,102286.17,102286.17,79654.84565,79654.84565,22631.32435,22631.32435,
,Bradford - City Centre,daily,30/01/2023,76876.33,76876.33,59867.05925,59867.05925,17009.27075,17009.27075,
,Bradford - City Centre,daily,31/01/2023,112685.1,112685.1,87752.96061,87752.96061,24932.13939,24932.13939,
,Bradford - City Centre,daily,01/02/2023,159949.64,159949.64,126611.6784,126611.6784,33337.9616,33337.9616,
,Bradford - City Centre,daily,01/02/2023,47056.48,47056.48,37248.59845,37248.59845,9807.88155,9807.88155,
,Bradford - City Centre,daily,02/02/2023,98655.54,98655.54,76827.51061,76827.51061,21828.02939,21828.02939,
,Bradford - City Centre,daily,03/02/2023,179414.83,179414.83,139718.4056,139718.4056,39696.42437,39696.42437,
,Bradford - City Centre,daily,04/02/2023,93592.99,93592.99,72885.075,72885.075,20707.915,20707.915,
,Bradford - City Centre,daily,05/02/2023,133956.88,133956.88,104318.2534,104318.2534,29638.62661,29638.62661,
,Bradford - City Centre,daily,06/02/2023,67576.01,67576.01,52624.48136,52624.48136,14951.52864,14951.52864,
,Bradford - City Centre,daily,06/02/2023,83916.8,83916.8,66426.20074,66426.20074,17490.59926,17490.59926,
,Bradford - City Centre,daily,07/02/2023,29512.47,29512.47,23361.24896,23361.24896,6151.221044,6151.221044,
,Bradford - City Centre,daily,08/02/2023,61939.37,61939.37,48234.97602,48234.97602,13704.39398,13704.39398,
,Bradford - City Centre,daily,09/02/2023,63499.02,63499.02,49449.54569,49449.54569,14049.47431,14049.47431,
,Bradford - City Centre,daily,10/02/2023,106020.93,106020.93,82563.2714,82563.2714,23457.6586,23457.6586,
,Bradford - City Centre,daily,11/02/2023,116224.44,116224.44,90509.20402,90509.20402,25715.23598,25715.23598,
,Bradford - City Centre,daily,12/02/2023,85222.56,85222.56,66366.64431,66366.64431,18855.91569,18855.91569,
,Bradford - City Centre,daily,13/02/2023,38892.14,38892.14,30785.93439,30785.93439,8106.205614,8106.205614,
,Bradford - City Centre,daily,13/02/2023,45090.28,45090.28,35692.20931,35692.20931,9398.070687,9398.070687,
,Bradford - City Centre,daily,14/02/2023,56740.16,56740.16,44186.11711,44186.11711,12554.04289,12554.04289,
,Bradford - City Centre,daily,15/02/2023,94838.92,94838.92,73855.33679,73855.33679,20983.58321,20983.58321,
,Bradford - City Centre,daily,16/02/2023,130301.79,130301.79,101471.8702,101471.8702,28829.91975,28829.91975,
,Bradford - City Centre,daily,17/02/2023,95439.57,95439.57,74323.08998,74323.08998,21116.48002,21116.48002,
,Bradford - City Centre,daily,18/02/2023,76611.21,76611.21,59660.59837,59660.59837,16950.61163,16950.61163,
,Bradford - City Centre,daily,19/02/2023,122351.39,122351.39,96849.95129,96849.95129,25501.43871,25501.43871,
,Bradford - City Centre,daily,20/02/2023,63874.24,63874.24,50561.06868,50561.06868,13313.17132,13313.17132,
,Bradford - City Centre,daily,20/02/2023,86522.07,86522.07,67378.63126,67378.63126,19143.43874,19143.43874,
,Bradford - City Centre,daily,21/02/2023,61374.49,61374.49,47795.07853,47795.07853,13579.41147,13579.41147,
,Bradford - City Centre,daily,22/02/2023,127043.21,127043.21,98934.26729,98934.26729,28108.94271,28108.94271,
,Bradford - City Centre,daily,23/02/2023,122786.23,122786.23,95619.16531,95619.16531,27167.06469,27167.06469,
,Bradford - City Centre,daily,24/02/2023,90831.63,90831.63,70734.67965,70734.67965,20096.95035,20096.95035,
,Bradford - City Centre,daily,25/02/2023,62933.07,62933.07,49816.06473,49816.06473,13117.00527,13117.00527,
,Bradford - City Centre,daily,26/02/2023,32467.49,32467.49,25700.36045,25700.36045,6767.129546,6767.129546,
,Bradford - City Centre,daily,27/02/2023,75741.4,75741.4,58983.23817,58983.23817,16758.16183,16758.16183,
,Bradford - City Centre,daily,27/02/2023,70463.22,70463.22,54872.88177,54872.88177,15590.33823,15590.33823,
,Bradford - City Centre,daily,28/02/2023,95028.03,95028.03,74002.60526,74002.60526,21025.42474,21025.42474,
,Bradford - City Centre,daily,01/03/2023,66486.86,66486.86,51776.31122,51776.31122,14710.54878,14710.54878,
,Bradford - City Centre,daily,01/03/2023,131587.67,131587.67,102473.2429,102473.2429,29114.42711,29114.42711,
,Bradford - City Centre,daily,02/03/2023,105051.45,105051.45,83155.80081,83155.80081,21895.64919,21895.64919,
,Bradford - City Centre,daily,03/03/2023,97958.4,97958.4,77541.14006,77541.14006,20417.25994,20417.25994,
,Bradford - City Centre,daily,04/03/2023,67953.91,67953.91,52918.7691,52918.7691,15035.1409,15035.1409,
,Bradford - City Centre,daily,05/03/2023,67834.15,67834.15,52825.5066,52825.5066,15008.6434,15008.6434,
,Bradford - City Centre,daily,06/03/2023,73367.23,73367.23,57134.3651,57134.3651,16232.8649,16232.8649,
,Bradford - City Centre,daily,06/03/2023,112235.91,112235.91,87403.15614,87403.15614,24832.75386,24832.75386,
,Bradford - City Centre,daily,07/03/2023,131915.22,131915.22,102728.3208,102728.3208,29186.89917,29186.89917,
,Bradford - City Centre,daily,08/03/2023,86573.33,86573.33,68529.03587,68529.03587,18044.29413,18044.29413,
,Bradford - City Centre,daily,09/03/2023,73784.09,73784.09,58405.42982,58405.42982,15378.66018,15378.66018,
,Bradford - City Centre,daily,10/03/2023,63858.14,63858.14,49729.2086,49729.2086,14128.9314,14128.9314,
,Bradford - City Centre,daily,11/03/2023,63823.46,63823.46,49702.20173,49702.20173,14121.25827,14121.25827,
,Bradford - City Centre,daily,12/03/2023,55310.69,55310.69,43072.92447,43072.92447,12237.76553,12237.76553,
,Bradford - City Centre,daily,13/03/2023,91507.86,91507.86,71261.2904,71261.2904,20246.5696,20246.5696,
,Bradford - City Centre,daily,13/03/2023,45764.31,45764.31,35638.72857,35638.72857,10125.58143,10125.58143,
,Bradford - City Centre,daily,14/03/2023,105591.31,105591.31,83583.13894,83583.13894,22008.17106,22008.17106,
,Bradford - City Centre,daily,15/03/2023,70842.84,70842.84,56077.21827,56077.21827,14765.62173,14765.62173,
,Bradford - City Centre,daily,16/03/2023,120285.25,120285.25,93671.53959,93671.53959,26613.71041,26613.71041,
,Bradford - City Centre,daily,17/03/2023,94101.45,94101.45,73281.0357,73281.0357,20820.4143,20820.4143,
,Bradford - City Centre,daily,18/03/2023,150325.91,150325.91,117065.554,117065.554,33260.356,33260.356,
,Bradford - City Centre,daily,19/03/2023,122652,122652,95514.63437,95514.63437,27137.36563,27137.36563,
,Bradford - City Centre,daily,20/03/2023,82288.28,82288.28,64081.58837,64081.58837,18206.69163,18206.69163,
,Bradford - City Centre,daily,20/03/2023,75642.1,75642.1,59876.17877,59876.17877,15765.92123,15765.92123,
,Bradford - City Centre,daily,21/03/2023,147118.75,147118.75,116455.1034,116455.1034,30663.64662,30663.64662,
,Bradford - City Centre,daily,22/03/2023,67457.48,67457.48,52532.17671,52532.17671,14925.30329,14925.30329,
,Bradford - City Centre,daily,23/03/2023,83942.62,83942.62,65369.89741,65369.89741,18572.72259,18572.72259,
,Bradford - City Centre,daily,24/03/2023,89116.73,89116.73,69399.20981,69399.20981,19717.52019,19717.52019,
,Bradford - City Centre,daily,25/03/2023,67263.17,67263.17,52380.85876,52380.85876,14882.31124,14882.31124,
,Bradford - City Centre,daily,26/03/2023,66183.06,66183.06,51539.72848,51539.72848,14643.33152,14643.33152,
,Bradford - City Centre,daily,27/03/2023,107002.51,107002.51,84700.20554,84700.20554,22302.30446,22302.30446,
,Bradford - City Centre,daily,27/03/2023,88834.51,88834.51,70318.92295,70318.92295,18515.58705,18515.58705,
,Bradford - City Centre,daily,28/03/2023,55129.71,55129.71,42931.9872,42931.9872,12197.7228,12197.7228,
,Bradford - City Centre,daily,29/03/2023,77000.68,77000.68,59963.8962,59963.8962,17036.7838,17036.7838,
,Bradford - City Centre,daily,30/03/2023,84595.92,84595.92,65878.65153,65878.65153,18717.26847,18717.26847,
,Bradford - City Centre,daily,31/03/2023,56653.64,56653.64,44118.7401,44118.7401,12534.8999,12534.8999,
,Bradford - City Centre,daily,01/04/2023,79533.97,79533.97,61936.68317,61936.68317,17597.28683,17597.28683,
,Bradford - City Centre,daily,01/04/2023,100334.26,100334.26,79421.80464,79421.80464,20912.45536,20912.45536,
,Bradford - City Centre,daily,02/04/2023,89138,89138,70559.15718,70559.15718,18578.84282,18578.84282,
,Bradford - City Centre,daily,03/04/2023,92380.08,92380.08,71940.52738,71940.52738,20439.55262,20439.55262,
,Bradford - City Centre,daily,03/04/2023,98818.43,98818.43,76954.36039,76954.36039,21864.06961,21864.06961,
,Bradford - City Centre,daily,04/04/2023,87142.39,87142.39,67861.70237,67861.70237,19280.68763,19280.68763,
,Bradford - City Centre,daily,05/04/2023,55514.23,55514.23,43231.43023,43231.43023,12282.79977,12282.79977,
,Bradford - City Centre,daily,06/04/2023,127356.16,127356.16,99177.97555,99177.97555,28178.18445,28178.18445,
,Bradford - City Centre,daily,07/04/2023,132598.02,132598.02,104960.8981,104960.8981,27637.1219,27637.1219,
,Bradford - City Centre,daily,08/04/2023,129107.91,129107.91,102198.2243,102198.2243,26909.68573,26909.68573,
,Bradford - City Centre,daily,09/04/2023,105577.24,105577.24,82217.75003,82217.75003,23359.48997,23359.48997,
,Bradford - City Centre,daily,10/04/2023,143147.77,143147.77,111475.6132,111475.6132,31672.15678,31672.15678,
,Bradford - City Centre,daily,10/04/2023,74084.38,74084.38,57692.84209,57692.84209,16391.53791,16391.53791,
,Bradford - City Centre,daily,11/04/2023,67517,67517,52578.52761,52578.52761,14938.47239,14938.47239,
,Bradford - City Centre,daily,12/04/2023,108247.92,108247.92,84297.52878,84297.52878,23950.39122,23950.39122,
,Bradford - City Centre,daily,13/04/2023,101682.06,101682.06,80488.68556,80488.68556,21193.37444,21193.37444,
,Bradford - City Centre,daily,14/04/2023,94160.99,94160.99,74535.21611,74535.21611,19625.77389,19625.77389,
,Bradford - City Centre,daily,15/04/2023,93551.27,93551.27,72852.58576,72852.58576,20698.68424,20698.68424,
,Bradford - City Centre,daily,16/04/2023,110308.32,110308.32,85902.05502,85902.05502,24406.26498,24406.26498,
,Bradford - City Centre,daily,17/04/2023,88723.49,88723.49,69092.97612,69092.97612,19630.51388,19630.51388,
,Bradford - City Centre,daily,17/04/2023,123077.51,123077.51,95845.99816,95845.99816,27231.51184,27231.51184,
,Bradford - City Centre,daily,18/04/2023,98097.03,98097.03,76392.57373,76392.57373,21704.45627,21704.45627,
,Bradford - City Centre,daily,19/04/2023,114973.29,114973.29,91009.6529,91009.6529,23963.6371,23963.6371,
,Bradford - City Centre,daily,20/04/2023,90274.02,90274.02,71458.39896,71458.39896,18815.62104,18815.62104,
,Bradford - City Centre,daily,21/04/2023,84148.15,84148.15,65529.95287,65529.95287,18618.19713,18618.19713,
,Bradford - City Centre,daily,22/04/2023,58411.23,58411.23,45487.45456,45487.45456,12923.77544,12923.77544,
,Bradford - City Centre,daily,23/04/2023,135044.27,135044.27,105165.0529,105165.0529,29879.21707,29879.21707,
,Bradford - City Centre,daily,24/04/2023,77065.54,77065.54,60014.4056,60014.4056,17051.1344,17051.1344,
,Bradford - City Centre,daily,24/04/2023,53168.21,53168.21,41404.47884,41404.47884,11763.73116,11763.73116,
,Bradford - City Centre,daily,25/04/2023,64445.18,64445.18,51013.00887,51013.00887,13432.17113,13432.17113,
,Bradford - City Centre,daily,26/04/2023,81435.43,81435.43,64462.01738,64462.01738,16973.41262,16973.41262,
,Bradford - City Centre,daily,27/04/2023,121133.28,121133.28,94331.93873,94331.93873,26801.34127,26801.34127,
,Bradford - City Centre,daily,28/04/2023,70180.18,70180.18,54652.46578,54652.46578,15527.71422,15527.71422,
,Bradford - City Centre,daily,29/04/2023,92859.06,92859.06,72313.53067,72313.53067,20545.52933,20545.52933,
,Bradford - City Centre,daily,30/04/2023,104627.91,104627.91,81478.46401,81478.46401,23149.44599,23149.44599,
,Bradford - City Centre,daily,01/05/2023,67523.94,67523.94,52583.9321,52583.9321,14940.0079,14940.0079,
,Bradford - City Centre,daily,01/05/2023,90398.15,90398.15,71556.65681,71556.65681,18841.49319,18841.49319,
,Bradford - City Centre,daily,01/05/2023,73497.89,73497.89,58178.88188,58178.88188,15319.00812,15319.00812,
,Bradford - City Centre,daily,02/05/2023,87873.22,87873.22,68430.83259,68430.83259,19442.38741,19442.38741,
,Bradford - City Centre,daily,03/05/2023,90512.09,90512.09,70485.83947,70485.83947,20026.25053,20026.25053,
,Bradford - City Centre,daily,04/05/2023,63524.45,63524.45,49469.34918,49469.34918,14055.10082,14055.10082,
,Bradford - City Centre,daily,05/05/2023,78610.69,78610.69,61217.68347,61217.68347,17393.00653,17393.00653,
,Bradford - City Centre,daily,06/05/2023,87914.8,87914.8,68463.21281,68463.21281,19451.58719,19451.58719,
,Bradford - City Centre,daily,07/05/2023,29963.6,29963.6,23718.35089,23718.35089,6245.249105,6245.249105,
,Bradford - City Centre,daily,08/05/2023,131320.4,131320.4,103949.5697,103949.5697,27370.83029,27370.83029,
,Bradford - City Centre,daily,08/05/2023,68421.48,68421.48,53282.88691,53282.88691,15138.59309,15138.59309,
,Bradford - City Centre,daily,09/05/2023,97406.09,97406.09,75854.50764,75854.50764,21551.58236,21551.58236,
,Bradford - City Centre,daily,10/05/2023,144560.05,144560.05,112575.4192,112575.4192,31984.63077,31984.63077,
,Bradford - City Centre,daily,11/05/2023,138167.2,138167.2,107597.0191,107597.0191,30570.18088,30570.18088,
,Bradford - City Centre,daily,12/05/2023,153379.85,153379.85,119443.7946,119443.7946,33936.05543,33936.05543,
,Bradford - City Centre,daily,13/05/2023,54881.94,54881.94,43443.01455,43443.01455,11438.92545,11438.92545,
,Bradford - City Centre,daily,14/05/2023,117799.02,117799.02,93246.42204,93246.42204,24552.59796,24552.59796,
,Bradford - City Centre,daily,15/05/2023,133375.05,133375.05,103865.1562,103865.1562,29509.89383,29509.89383,
,Bradford - City Centre,daily,15/05/2023,77052.06,77052.06,60003.90812,60003.90812,17048.15188,17048.15188,
,Bradford - City Centre,daily,16/05/2023,131425.57,131425.57,102347.0083,102347.0083,29078.56167,29078.56167,
,Bradford - City Centre,daily,17/05/2023,131886.78,131886.78,102706.1733,102706.1733,29180.60668,29180.60668,
